version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,SM-A356E,1774776365972,2026-03-29_09-26-05,America/Argentina/Buenos_Aires,android,1.55.0,e8e48fbd-6c4f-47ed-83a9-5b3d4feb1215,Accelerometer|Compass|Location|Annotation|TotalAcceleration|AccelerometerUncalibrated,10|10|0||10|10,false,35
